row_id,surface_au_composition,substrate_au_composition,plane_rms_A,plane_max_abs_A,au_au_avg_bond_strain_surface,au_cu_avg_bond_strain_surface,cu_cu_avg_bond_strain_surface,au_avg_voronoi_strain,cu_avg_voronoi_strain,avg_au_cu_area_strain,diff_area_au_minus_cu_strain
149,27.77777777777778,0.0,0.0902581474738419,0.18621123671498763,-9.164974297108955,-6.500740723030333,-0.3845293409354459,-22.406050165499654,-0.44238379461298916,-6.543402230970396,-21.963666370886664
151,30.555555555555557,0.0,0.09028390586459999,0.17200275967341605,-9.057153433050235,-6.605958376341712,-0.3218393702574394,-22.60690252848223,-0.3940631239488665,-7.181319608667394,-22.212839404533362
153,33.333333333333336,0.0,0.1129870925311785,0.2829618054886488,-8.671937614302745,-6.569131851351309,-0.9402936104739917,-21.456495311084822,-1.201354906542454,-7.953068374723241,-20.255140404542367
154,33.333333333333336,0.0,0.0959246449189817,0.1918154304682446,-9.169327255284541,-6.789138445344019,-0.24176160311579886,-22.63256570449739,-0.43404916144068767,-7.833554675792923,-22.198516543056705
155,36.111111111111114,0.0,0.09842891246387538,0.1738623492301767,-9.39326037373846,-6.853211405206732,-0.38016356419006514,-22.417707382764547,-0.6525534208054063,-8.512192351512873,-21.76515396195914
156,38.888888888888886,0.0,0.14996280423601488,0.2088207772431796,-7.4826563240720425,-8.274139356990364,-2.148197820902185,-18.15137258638524,-4.278808743057701,-9.67369468212952,-13.872563843327537
157,38.888888888888886,0.0,0.1620358296009637,0.2304588737841585,-7.429342798410337,-8.344343323661509,-2.148025821101504,-18.125051286228985,-4.3004905862205,-9.6767086362238,-13.824560700008485
158,38.888888888888886,0.0,0.16774672067524488,0.39001137871726405,-8.37082097534431,-8.271868803821217,-1.6070810841362955,-19.24092940401093,-3.373995949418548,-9.54447007064892,-15.866933454592383
159,38.888888888888886,0.0,0.16291928037879358,0.22414818657279922,-7.366098282076512,-8.177122852815915,-2.2696737429482448,-17.957664428766574,-4.439388063758433,-9.696495539039379,-13.518276365008141
160,38.888888888888886,0.0,0.16947851000748218,0.42691712490985734,-8.437693470117502,-8.13114008882378,-1.6396009619611904,-19.251726903640215,-3.3651712312506263,-9.543276214957688,-15.886555672389589
161,38.888888888888886,0.0,0.16970255255669542,0.39321677491379553,-8.391010419865907,-8.257259669445439,-1.602974294243535,-19.258677095721463,-3.3594345222385074,-9.542473300815212,-15.899242573482956
162,38.888888888888886,0.0,0.1606981869936664,0.23109509670268805,-7.574673270493736,-8.16890150563661,-2.151581918852944,-18.209893721488267,-4.230057042066185,-9.666660195174773,-13.979836679422082
163,38.888888888888886,0.0,0.15037319049123285,0.2078835591870483,-7.41213296978366,-8.200620347532372,-2.2340487882337547,-18.026552464095822,-4.382255683412552,-9.688371098122714,-13.64429678068327
164,38.888888888888886,0.0,0.16749080406495936,0.23875178742601366,-7.411913153175848,-8.284191594675384,-2.1897429522001963,-18.07121770547854,-4.3451208050335595,-9.683047377428828,-13.726096900444979
165,38.888888888888886,0.0,0.173230082450905,0.252256844680379,-7.340121889793976,-8.205896429158951,-2.27329248409703,-17.942225753923204,-4.452160407192122,-9.698296930920876,-13.490065346731082
166,38.888888888888886,0.0,0.1350946372537459,0.27774746958739877,-8.764891272765535,-6.545935477151082,-1.8991842788904165,-20.21641482836537,-2.5676267149722936,-9.431044314625156,-17.648788113393074
167,38.888888888888886,0.0,0.13162919707807424,0.24885275482229677,-8.770982325230564,-6.581973832170735,-1.8576526645315417,-20.25229494180127,-2.535574047198459,-9.425409950655107,-17.716720894602812
168,38.888888888888886,0.0,0.1379472193108017,0.22639620033757077,-8.428458418028034,-6.480627521689578,-2.1312266762420276,-19.874519916255032,-2.848325117743817,-9.469623094942623,-17.026194798511217
169,38.888888888888886,0.0,0.1292496596442598,0.2366063903107902,-8.86612268523681,-6.663191868269169,-1.7229948160081359,-20.408006092428355,-2.4061609426313497,-9.40687850088574,-18.001845149797006
170,38.888888888888886,0.0,0.13497818762122746,0.2447767404052202,-8.908424839610985,-6.723191926854847,-1.6344558523157138,-20.498716414737164,-2.330473589295209,-9.395901354744858,-18.168242825441954
171,38.888888888888886,0.0,0.13926963927745084,0.22844066032918453,-8.302921990279874,-6.409844748680254,-2.272051518331692,-19.71435838973631,-2.981727578882202,-9.488861783103244,-16.73263081085411
172,38.888888888888886,0.0,0.13677760480934395,0.23762406817479229,-8.4872895910357,-6.493910120738312,-2.0965451529266517,-19.936752658116003,-2.797568165989262,-9.462806579594107,-17.13918449212674
173,38.888888888888886,0.0,0.13361553342390745,0.21396643339280963,-8.45513240371982,-6.41147842503223,-2.2016705255588964,-19.841505987819794,-2.8765062480709065,-9.474006146862141,-16.964999739748887
174,38.888888888888886,0.0,0.13738296455846194,0.2195691216691297,-8.440807636171266,-6.479958773238701,-2.1293170768325305,-19.892538459691878,-2.834594887391189,-9.468239609952569,-17.057943572300687
175,38.888888888888886,0.0,0.12580123899453688,0.22754925082192579,-8.769447572120114,-6.652713565094221,-1.7815599315734105,-20.319877699477296,-2.4791753518846376,-9.417226264837337,-17.840702347592657
176,38.888888888888886,0.0,0.13872289774024552,0.28031302892598603,-8.82985125910052,-6.599542439761193,-1.811263694859453,-20.3189555968649,-2.4809399508501793,-9.417946035411457,-17.83801564601472
177,38.888888888888886,0.0,0.13872289774024552,0.28031302892598603,-8.82985125910052,-6.599542439761193,-1.811263694859453,-20.3189555968649,-2.4809399508501793,-9.417946035411457,-17.83801564601472
178,33.333333333333336,0.0,0.11250003533484067,0.39680611128157134,-8.742173013713337,-6.741155416917713,-0.6398582250828192,-21.879968930043464,-0.9260587749784158,-7.9106954933334315,-20.95391015506505
179,33.333333333333336,0.0,0.10593226305938228,0.3332451884524759,-8.659284261506262,-6.739744281326889,-0.6630833900447985,-21.841261468809947,-0.9553158055873779,-7.917297693328233,-20.885945663222568
180,33.333333333333336,0.0,0.09567990330135351,0.18426796729701164,-8.676893769625966,-6.782137449495446,-0.6080179510818038,-21.902335872540686,-0.9118226308520136,-7.908660378081568,-20.99051324168867
181,33.333333333333336,0.0,0.10049399735711308,0.21304140994158216,-8.692079044405595,-6.860404860396905,-0.498067306707967,-22.003176479082416,-0.8447714424855132,-7.897573121351147,-21.158405036596903
182,33.333333333333336,0.0,0.0904446638243998,0.20677946919510762,-8.731894490958977,-6.754012102613202,-0.6253266030271074,-21.891046247745237,-0.9179168350579722,-7.908959972620394,-20.973129412687264
183,33.333333333333336,0.0,0.10102583380797374,0.20628860784694328,-8.846653840689418,-6.810416420741039,-0.530703226569142,-22.013258896739874,-0.838569918734319,-7.896799578069503,-21.174688978005555
184,33.333333333333336,0.0,0.09324208289791946,0.21372461320484357,-8.786584902054564,-6.772615960786601,-0.5931205386962993,-21.93803388549108,-0.8872055359728771,-7.9041483191456114,-21.050828349518202
185,33.333333333333336,0.0,0.09860436337660661,0.202725939756433,-8.904021399683014,-6.747093452292795,-0.5987083452929199,-21.95525453409957,-0.8765098304700075,-7.902758065013196,-21.078744703629564
186,33.333333333333336,0.0,0.09652972611881132,0.20599723884812987,-8.864678373076478,-6.800786370153842,-0.5407572434338382,-22.007101105269488,-0.8422557911294811,-7.89720422917615,-21.164845314140006
187,33.333333333333336,0.0,0.09150555683099985,0.21148458135479725,-8.717253010405605,-6.788890843910695,-0.5908184879004195,-21.92841398794582,-0.8933987067093904,-7.905070467121535,-21.03501528123643
188,33.333333333333336,0.0,0.10152926848671995,0.2205748451044918,-8.86657657902385,-6.82039741018662,-0.5146429771193356,-22.035898779350337,-0.8240258843413105,-7.894650182677651,-21.211872895009027
189,8.333333333333334,20.37037037037037,0.0847248322114752,0.17501812896154162,nan,-3.7887598884684746,2.901068993110268,-18.62623040406638,5.874255735453654,3.8325485571603184,-24.500486139520035
190,11.11111111111111,20.37037037037037,0.08311494185203303,0.23655588833412886,-5.3233651193982485,-3.773267352122468,2.6183809304352197,-15.249406790163547,5.315223725342179,3.0302647791748765,-20.564630515505726
191,11.11111111111111,20.37037037037037,0.08725836242632486,0.17773927237082726,nan,-3.52733421035556,2.8068386535693586,-18.174582044668988,5.786589350720432,3.124236973454941,-23.96117139538942
192,13.88888888888889,20.37037037037037,0.08801011028333307,0.26606204559009455,-6.155790345650317,-3.397206249988193,2.5130017374310456,-15.5981146710841,5.220013067834798,2.328606437429396,-20.818127738918896
193,13.88888888888889,20.37037037037037,0.08646171449959518,0.19380854986301213,nan,-3.6189134131175575,2.8050897859678052,-18.328650941186233,5.792184693482448,2.4420686331117967,-24.12083563466868
194,16.666666666666668,20.37037037037037,0.11447110168716651,0.3659567715746292,-5.847096606486632,-4.014917561382845,2.4482494161385397,-15.262151225808386,4.969940890572628,1.5979255378424584,-20.232092116381015
195,16.666666666666668,20.37037037037037,0.10088571604144655,0.3333337403286142,nan,-3.5594488926409205,2.735006123038437,-18.228287920131553,5.7421633461927355,1.7470881351386882,-23.97045126632429
196,19.444444444444443,20.37037037037037,0.11702046292669849,0.38672505281472036,-6.377494062806128,-3.8974849072912625,2.358377754129847,-15.471330461247947,4.844418418467912,0.894133914078718,-20.31574887971586
197,22.22222222222222,20.37037037037037,0.1160712197775989,0.3643246088839837,-6.1270323830059965,-4.539449519767271,2.3089338304089737,-15.286951567704753,4.581332511517756,0.166158271690531,-19.86828407922251
198,22.22222222222222,20.37037037037037,0.10541501378811048,0.32382580598207833,-6.734571096871672,-3.652757318633432,2.609192942115635,-17.95417018082723,5.570920805705981,0.3431228086986008,-23.52509098653321
199,25.0,20.37037037037037,0.1215125365452487,0.35235660302891525,-6.119180898449443,-4.813777027964838,2.2651236000888852,-15.401776531657937,4.412286393832436,-0.5412293375401573,-19.814062925490372
